cpu,ram,disk,network,label
22.15,44.88,44.88,167.13,0
40.27,61.98,47.48,204.22,0
54.61,66.65,59.56,213.85,0
26.13,37.99,61.34,34.67,0
5.56,47.53,51.19,83.44,0
22.91,86.58,70.8,160.24,1
18.55,28.85,46.28,84.27,0
14.26,38.06,48.71,5750.54,1
24.18,35.32,34.12,70.76,0
51.97,62.12,56.42,151.34,0
27.81,44.74,45.2,149.37,0
26.94,30.08,72.57,143.74,0
25.11,28.14,94.89,120.42,1
32.31,39.66,57.26,175.87,0
54.18,45.84,34.74,202.05,0
34.5,48.97,55.46,171.28,0
48.42,59.27,60.51,266.35,0
39.45,38.43,52.21,199.15,0
22.8,24.38,64.71,183.33,0
54.97,54.95,63.97,175.18,0
25.16,20.35,51.36,154.41,0
0.0,12.45,18.23,21.98,0
45.94,78.66,47.74,127.91,1
12.37,89.35,31.15,122.66,1
21.44,35.15,43.55,123.49,0
47.96,35.64,42.18,243.39,0
11.35,24.14,16.13,142.9,0
78.51,66.39,84.57,919.63,1
48.16,54.46,36.33,187.56,0
46.15,63.16,66.84,250.51,0
32.27,62.71,48.51,186.05,0
33.53,48.22,55.25,251.63,0
11.19,25.36,56.61,58.77,0
23.14,57.89,51.25,197.97,0
46.02,59.24,49.51,185.52,0
48.59,37.68,57.95,236.67,0
33.91,48.14,52.0,154.04,0
45.49,47.22,53.22,257.94,0
23.37,45.35,48.99,94.7,0
19.35,24.33,54.4,112.72,0
13.2,92.63,89.6,89.53,1
43.87,56.45,35.26,179.26,0
99.57,89.95,50.47,199.03,1
49.36,44.14,37.46,146.39,0
21.88,38.08,28.61,122.04,0
22.4,40.97,58.33,141.21,0
14.82,34.15,60.73,150.19,0
30.23,34.25,53.17,173.51,0
28.95,58.23,42.44,215.51,0
38.59,36.32,47.82,154.09,0
44.1,51.26,37.95,135.64,0
18.67,31.0,30.9,103.06,0
32.49,44.43,46.6,160.37,0
40.71,38.72,49.85,170.81,0
22.92,31.93,48.22,165.6,0
27.36,41.84,31.84,125.26,0
17.45,26.0,48.83,178.86,0
80.01,73.71,69.27,667.16,1
35.39,34.24,45.08,79.53,0
37.36,36.03,48.29,197.16,0
28.39,17.81,41.8,149.99,0
6.65,23.28,42.22,101.15,0
42.51,48.7,61.16,244.3,0
30.06,28.98,41.72,101.72,0
46.04,41.23,39.85,200.34,0
22.33,34.89,53.37,120.24,0
34.75,50.93,47.96,210.17,0
27.98,46.61,54.56,161.86,0
37.5,44.82,50.19,149.92,0
34.55,48.87,41.1,177.88,0
33.51,50.93,47.63,186.96,0
84.92,81.46,41.18,32.76,1
16.22,33.85,61.68,83.53,0
11.16,31.7,47.23,81.59,0
26.35,51.29,64.41,168.34,0
36.77,34.07,30.39,163.83,0
44.5,47.39,53.74,211.07,0
17.97,40.24,48.05,163.73,0
40.94,40.85,45.85,134.44,0
17.02,30.2,44.86,153.5,0
29.81,35.52,55.04,175.34,0
46.56,49.72,64.29,240.77,0
29.83,46.23,38.87,143.99,0
62.19,79.15,68.45,293.52,0
31.34,45.58,26.22,161.03,0
22.29,36.39,42.22,171.02,0
14.27,28.66,48.49,87.36,0
17.9,50.88,51.2,131.63,0
12.94,32.78,42.39,99.22,0
13.78,33.56,46.84,142.72,0
78.17,47.16,19.64,69.81,1
28.45,41.52,41.57,201.04,0
6.91,35.71,49.19,187.61,0
44.08,36.54,31.03,135.46,0
28.96,45.07,54.03,123.49,0
14.25,24.12,40.42,51.54,0
23.74,90.69,37.82,159.27,1
32.35,58.9,40.76,204.71,0
27.93,41.22,52.13,121.76,0
34.23,53.19,56.38,125.66,0
49.09,38.09,48.04,209.67,0
27.86,30.95,34.97,102.1,0
35.04,29.6,60.77,123.44,0
46.62,47.86,46.05,6324.4,1
39.46,55.69,48.34,107.16,0
26.29,14.42,57.53,85.48,0
30.87,45.81,40.04,141.36,0
19.67,29.68,50.34,69.91,0
1.54,23.57,39.58,15.92,0
46.38,61.68,59.15,228.16,0
36.48,56.71,42.53,214.21,0
39.8,47.66,36.17,184.91,0
31.43,52.14,50.53,156.81,0
18.59,34.22,36.99,160.45,0
34.27,51.29,50.05,172.75,0
83.69,35.73,40.67,128.74,1
36.63,52.54,54.61,166.19,0
42.08,32.23,52.41,186.87,0
41.51,46.01,52.14,231.05,0
37.72,43.95,46.9,76.79,0
80.63,14.68,47.28,3457.36,1
63.95,39.24,68.26,248.26,0
15.09,28.99,60.81,166.27,0
82.41,88.65,56.02,195.03,1
28.31,35.2,43.1,22.66,0
32.56,59.35,72.48,189.14,0
24.46,29.73,35.96,109.03,0
41.16,30.34,48.7,268.54,0
24.93,35.79,11.72,91.39,0
32.46,35.33,45.14,147.05,0
41.73,34.0,39.74,154.27,0
37.78,64.35,48.72,208.18,0
36.18,27.43,38.99,86.01,0
33.14,43.76,44.03,162.21,0
53.64,74.78,56.61,293.48,0
39.99,41.91,54.66,148.02,0
37.9,32.19,51.2,26.64,0
52.01,59.1,46.91,249.78,0
39.86,50.19,67.45,140.02,0
18.16,29.87,40.19,117.21,0
35.95,36.53,44.18,237.32,0
38.48,45.02,57.12,169.6,0
37.89,36.4,52.05,223.63,0
36.61,57.62,36.58,206.23,0
29.0,36.67,67.82,148.89,0
27.83,30.43,23.99,64.9,0
17.08,90.78,34.79,132.83,1
25.91,41.75,57.45,165.51,0
22.07,30.58,26.73,46.48,0
37.27,24.87,60.69,124.76,0
22.53,33.31,43.45,102.25,0
21.08,47.9,59.59,2130.22,1
12.17,88.11,100.0,50.87,1
85.74,33.94,33.21,3006.86,1
43.34,93.47,82.28,182.19,1
97.45,62.99,34.16,232.97,1
36.57,54.73,54.64,200.18,0
24.85,98.62,44.84,60.16,1
15.93,23.89,37.01,99.93,0
36.79,35.17,57.92,206.09,0
37.49,66.56,44.93,107.58,0
0.0,38.74,45.28,73.94,0
65.84,62.79,59.92,266.86,0
91.3,29.84,47.03,3856.94,1
29.82,34.99,27.48,163.05,0
33.89,49.26,45.64,202.69,0
19.24,20.46,25.19,79.63,0
53.82,91.88,90.99,225.18,1
95.65,71.84,72.73,2349.23,1
27.08,50.14,57.11,217.69,0
87.74,100.0,33.04,149.71,1
12.3,41.8,41.13,104.99,0
34.64,40.02,65.61,202.38,0
47.79,50.76,44.05,211.91,0
44.45,52.83,81.79,181.98,0
75.1,79.19,77.81,477.05,1
23.89,28.53,46.11,166.13,0
69.58,78.98,81.96,703.63,1
6.91,34.17,34.47,42.11,0
37.34,34.87,43.87,98.94,0
39.73,44.42,41.79,177.89,0
83.26,83.79,21.14,56.2,1
24.02,25.42,43.78,67.38,0
31.89,80.91,43.12,226.38,1
26.9,37.06,34.86,128.27,0
26.82,60.0,29.52,184.1,0
14.29,25.69,42.74,143.17,0
92.2,91.22,88.89,157.41,1
40.3,43.07,26.59,178.14,0
21.57,42.4,35.88,95.98,0
19.43,40.41,40.01,218.76,0
26.16,34.84,46.9,156.43,0
39.35,48.98,51.81,248.85,0
17.55,27.36,54.58,60.82,0
44.24,57.38,54.88,160.92,0
13.58,30.1,37.8,78.34,0
85.25,88.37,31.66,163.87,1
7.15,11.8,43.5,85.54,0
44.24,56.0,39.47,168.58,0
51.68,71.19,73.2,245.69,0
28.98,49.5,56.35,104.96,0
21.73,41.94,44.42,96.93,0
27.55,41.25,37.61,125.33,0
90.36,92.26,93.53,5249.03,1
45.88,60.5,95.81,233.7,1
29.81,29.9,29.44,131.56,0
28.99,22.5,41.96,78.42,0
46.12,57.53,36.46,201.75,0
88.13,98.81,99.82,4738.93,1
33.04,57.49,75.61,196.69,0
20.56,30.54,60.51,122.61,0
47.85,48.05,100.0,152.44,1
40.59,56.97,37.82,240.98,0
100.0,95.36,85.85,4002.49,1
2.71,22.94,47.58,70.38,0
34.99,19.58,41.07,172.15,0
89.3,95.31,94.89,8090.57,1
6.94,44.02,36.17,81.92,0
41.22,52.9,67.17,152.34,0
10.65,26.62,46.51,38.33,0
22.7,19.53,31.69,1188.97,1
24.61,30.95,52.37,200.21,0
55.84,58.64,25.67,175.74,0
32.24,32.58,17.01,151.73,0
19.8,22.73,43.38,60.89,0
0.0,19.71,18.01,64.41,0
41.75,21.86,26.37,148.38,0
55.39,51.61,72.21,155.17,0
23.07,26.65,46.25,112.97,0
33.1,41.75,38.09,151.26,0
50.64,45.56,60.08,121.62,0
30.99,27.1,25.79,103.98,0
34.33,34.98,15.05,158.84,0
30.6,52.64,40.98,277.95,0
40.02,56.76,100.0,358.68,1
99.33,44.59,54.04,173.79,1
19.61,20.58,31.42,89.36,0
28.86,27.94,41.33,127.01,0
28.64,31.93,58.47,162.19,0
40.18,41.73,55.2,231.49,0
38.16,46.02,68.51,125.34,0
8.29,30.19,51.45,152.24,0
12.28,84.65,87.91,154.22,1
25.61,61.72,70.01,193.07,0
24.83,39.66,37.29,159.48,0
42.72,39.02,39.99,190.48,0
36.21,39.82,53.23,127.61,0
33.58,46.04,42.9,160.36,0
33.34,24.61,30.05,144.31,0
78.39,19.1,31.02,74.87,1
95.71,97.7,95.89,7814.13,1
90.85,30.79,46.71,2550.55,1
37.12,21.55,47.27,137.26,0
81.73,27.75,57.62,161.71,1
34.29,19.24,29.83,166.56,0
29.59,49.16,28.96,115.65,0
52.77,53.11,57.04,717.15,1
38.31,57.91,58.78,177.51,0
27.87,34.26,48.95,111.81,0
31.49,40.0,30.82,148.62,0
15.19,32.72,67.57,143.26,0
18.7,32.82,36.93,91.56,0
36.82,43.4,50.79,130.17,0
90.83,90.16,95.5,9145.09,1
22.76,49.0,41.74,135.7,0
32.69,47.09,48.7,140.48,0
10.27,26.47,47.61,158.6,0
45.6,50.69,41.17,205.76,0
23.23,49.15,32.44,103.76,0
38.44,44.74,43.57,140.78,0
29.14,53.27,29.49,163.19,0
13.22,1.54,100.0,41.47,1
64.9,51.3,60.02,212.99,0
47.2,55.56,44.29,172.14,0
78.3,91.29,54.4,138.36,1
26.32,44.22,28.11,121.16,0
25.34,95.71,91.51,136.69,1
44.98,51.58,41.52,174.42,0
16.62,43.75,47.56,136.68,0
39.53,58.81,55.24,193.82,0
41.9,24.49,22.47,219.26,0
100.0,88.16,92.74,6301.39,1
23.42,44.96,40.52,144.53,0
100.0,45.85,70.78,220.68,1
100.0,96.06,35.11,177.13,1
34.93,29.1,59.92,119.07,0
33.43,55.93,53.09,134.65,0
52.81,51.7,65.94,203.86,0
30.58,43.13,34.44,73.02,0
42.46,40.48,61.36,158.07,0
31.83,53.4,29.61,141.11,0
63.53,77.5,61.52,223.02,0
2.63,30.84,30.71,42.13,0
48.1,44.73,52.48,214.9,0
32.7,42.02,52.97,216.19,0
87.61,88.38,95.07,5345.64,1
39.59,44.96,46.13,193.14,0
29.04,20.21,32.59,133.21,0
37.26,35.52,29.74,109.7,0
49.27,75.09,55.17,167.29,0
8.39,38.86,38.18,144.86,0
41.05,62.89,34.38,210.27,0
27.24,25.61,47.66,142.7,0
25.95,29.32,44.24,83.92,0
16.65,36.8,46.83,108.86,0
16.11,44.49,69.61,73.23,0
23.66,32.59,41.52,167.86,0
92.65,90.44,94.16,4549.12,1
43.29,36.56,62.33,170.16,0
39.24,41.16,66.59,184.8,0
31.55,47.63,78.4,129.69,0
29.24,30.11,52.32,221.71,0
37.07,35.35,45.56,145.58,0
42.3,57.71,30.42,215.19,0
16.16,42.42,27.4,5567.56,1
32.1,46.04,51.9,83.59,0
14.12,44.29,55.0,127.52,0
51.83,53.44,45.67,223.98,0
33.75,37.89,53.74,104.75,0
86.22,93.12,32.99,126.77,1
40.85,38.89,59.35,171.82,0
21.89,45.57,47.98,37.66,0
56.01,64.15,52.61,234.15,0
33.27,51.8,46.59,170.09,0
4.49,33.38,35.79,85.26,0
24.17,29.18,30.41,202.73,0
18.92,38.5,100.0,140.94,1
57.37,42.4,42.07,172.27,0
30.82,33.89,27.5,137.29,0
32.26,22.44,85.44,95.21,1
42.44,55.76,69.8,172.8,0
12.64,30.84,23.6,109.82,0
40.0,58.29,62.55,186.47,0
25.08,30.96,27.56,148.13,0
26.35,47.61,94.39,116.55,1
42.65,29.92,53.2,222.33,0
20.25,35.91,47.68,128.66,0
2.13,13.84,23.81,11.18,0
44.25,39.62,52.72,199.19,0
89.32,27.15,49.96,4074.91,1
42.58,79.87,59.48,185.79,1
25.53,35.17,40.09,158.06,0
46.58,42.66,32.58,169.75,0
23.22,27.16,23.97,91.25,0
36.77,28.78,42.44,131.65,0
42.78,39.35,36.06,201.83,0
47.08,51.19,50.59,160.0,0
16.8,81.83,99.02,126.27,1
1.04,23.33,27.5,10.0,0
29.69,40.53,35.37,154.15,0
49.42,52.87,56.34,227.23,0
32.84,40.08,52.71,47.36,0
0.0,41.09,42.91,80.17,0
13.9,23.83,11.15,117.33,0
41.54,64.65,52.9,140.15,0
42.61,36.24,43.81,226.96,0
100.0,84.87,46.96,108.66,1
48.33,48.1,35.66,155.05,0
25.78,55.48,59.29,205.52,0
39.11,59.79,81.28,38.49,1
39.12,50.84,49.41,225.04,0
26.73,32.81,28.72,1040.79,1
29.78,33.64,33.94,164.1,0
19.49,34.83,23.6,67.63,0
57.34,52.95,63.9,244.75,0
30.49,45.23,50.86,235.05,0
19.18,38.27,38.35,138.98,0
35.22,35.29,49.37,195.97,0
34.41,48.96,35.89,110.02,0
31.66,41.94,27.75,61.12,0
28.14,34.93,28.85,5676.1,1
20.5,18.16,37.74,127.9,0
42.19,39.79,71.73,192.72,0
41.92,33.05,55.28,163.61,0
95.39,34.54,37.04,3264.9,1
27.46,89.18,90.12,61.46,1
43.7,53.9,25.02,162.76,0
33.25,43.89,30.23,183.02,0
17.9,34.24,36.89,171.26,0
26.6,45.68,82.5,158.43,1
54.86,51.55,74.73,242.04,0
24.16,45.08,61.13,164.69,0
31.35,47.65,27.12,80.95,0
28.5,47.18,62.18,226.81,0
45.61,31.25,45.1,189.83,0
24.34,11.47,10.64,158.4,0
19.2,25.76,52.18,75.81,0
42.78,57.72,33.15,264.19,0
15.16,25.92,46.98,100.72,0
40.81,45.75,45.34,1655.42,1
85.15,96.74,90.08,5851.69,1
25.56,31.19,35.15,114.03,0
37.48,50.1,58.88,123.93,0
41.11,31.21,37.65,133.91,0
22.79,36.58,31.2,72.62,0
26.01,42.66,61.37,139.61,0
29.14,28.23,19.7,120.0,0
44.28,39.01,55.51,134.77,0
27.31,51.74,94.14,104.31,1
63.67,50.75,73.62,262.94,0
26.44,39.96,42.07,47.34,0
29.69,44.58,34.11,137.38,0
8.41,29.73,36.47,1714.61,1
94.67,92.79,96.51,6755.03,1
49.31,48.08,35.0,181.93,0
100.0,26.89,27.46,126.93,1
34.64,35.15,37.86,108.07,0
3.21,47.65,21.63,33.3,0
17.73,39.47,49.12,98.04,0
28.87,43.2,48.27,141.6,0
40.48,48.45,57.44,223.91,0
42.43,49.14,57.02,1391.46,1
25.67,52.24,79.77,205.83,0
40.19,31.08,86.08,211.87,1
94.62,82.85,38.55,94.6,1
49.47,59.2,84.07,235.78,1
16.47,40.67,73.37,176.02,0
12.59,21.21,32.68,101.61,0
28.79,40.94,56.09,179.63,0
35.32,54.96,56.48,186.66,0
34.25,97.67,88.82,136.77,1
34.05,41.6,49.32,268.07,0
25.25,44.96,31.35,238.55,0
54.32,57.24,35.38,212.82,0
18.58,28.07,60.09,47.16,0
34.81,30.36,55.32,96.49,0
23.76,39.1,40.26,183.46,0
45.99,59.79,45.69,189.74,0
12.22,5.01,35.55,77.43,0
36.99,34.06,49.6,233.83,0
23.51,44.56,53.33,144.87,0
45.95,37.5,65.04,180.29,0
56.66,68.59,50.57,208.99,0
27.97,31.78,41.07,164.73,0
8.79,40.61,41.52,64.26,0
24.44,30.46,33.62,268.68,0
33.79,40.04,50.51,151.18,0
25.67,39.31,54.56,141.11,0
81.79,63.96,63.65,713.66,1
24.68,24.43,48.02,134.8,0
22.98,54.16,56.82,214.24,0
26.73,29.39,39.84,101.88,0
32.28,95.83,51.41,39.02,1
40.3,47.66,39.66,171.66,0
36.7,37.73,47.59,146.09,0
27.51,56.95,53.73,174.24,0
54.26,57.51,51.2,103.46,0
31.75,44.35,28.25,163.47,0
30.7,49.56,64.65,162.59,0
39.7,42.3,59.06,204.53,0
20.65,43.55,41.16,117.86,0
11.77,26.51,44.55,144.13,0
41.97,35.16,52.99,175.71,0
41.79,56.72,42.68,212.06,0
38.93,43.45,50.65,115.19,0
23.22,60.01,63.41,141.97,0
12.38,26.57,17.94,44.37,0
26.13,30.15,31.28,127.4,0
97.6,97.55,93.79,5215.66,1
17.1,12.06,37.68,76.09,0
23.11,47.85,42.83,165.75,0
26.01,24.69,36.28,81.04,0
57.31,41.83,55.77,253.91,0
78.2,64.33,75.32,573.53,1
27.41,48.11,35.96,87.68,0
33.53,30.89,30.72,392.29,1
16.97,54.65,40.14,129.71,0
32.5,38.83,43.32,151.38,0
40.19,45.26,62.73,109.97,0
46.66,33.59,55.12,246.45,0
32.61,30.92,35.59,102.53,0
22.24,48.62,47.65,147.04,0
33.34,48.14,44.99,198.11,0
38.52,41.83,45.95,231.66,0
78.12,94.05,20.02,134.4,1
39.39,31.29,17.86,210.81,0
24.39,30.23,50.38,92.93,0
82.32,100.0,41.08,84.79,1
28.9,35.17,37.0,5797.19,1
27.98,49.94,67.94,152.54,0
15.27,41.95,38.81,102.18,0
57.59,53.47,65.28,186.75,0
3.27,16.06,7.75,91.62,0
5.27,26.19,40.6,1658.89,1
94.89,97.29,53.28,82.59,1
55.66,56.34,56.28,214.79,0
100.0,96.33,29.93,134.37,1
94.11,92.54,89.83,5543.01,1
23.8,95.26,47.53,179.41,1
0.0,5.64,10.57,10.0,0
22.76,39.67,37.22,60.15,0
25.18,93.33,79.15,175.62,1
33.21,41.68,35.7,170.83,0
29.72,47.12,53.82,1575.52,1
62.82,67.81,78.69,248.25,0
32.73,53.06,53.24,214.7,0
8.55,35.43,43.42,87.54,0
38.06,50.1,54.63,113.95,0
29.7,35.74,40.22,214.4,0
14.58,22.12,34.7,116.86,0
52.25,38.37,28.53,141.82,0
30.5,40.71,34.6,173.19,0
28.12,44.74,59.54,236.73,0
36.22,38.81,36.98,137.58,0
48.94,58.63,51.01,242.14,0
30.94,30.76,33.85,103.9,0
87.34,69.54,62.43,214.71,1
90.44,100.0,90.2,3664.01,1
22.84,47.19,31.85,125.3,0
0.0,7.41,37.71,56.07,0
41.02,49.05,48.7,220.35,0
27.44,40.21,51.83,185.26,0
30.09,35.8,92.13,159.64,1
17.01,23.89,36.53,133.96,0
10.88,36.9,46.61,141.03,0
18.24,53.57,32.68,160.48,0
49.21,46.65,63.16,181.31,0
19.83,38.87,48.59,196.45,0
11.45,26.2,33.02,77.59,0
11.45,31.92,38.6,97.78,0
35.21,46.16,55.72,99.46,0
40.49,44.3,45.16,109.26,0
58.36,53.87,62.51,143.23,0
24.4,46.61,42.85,126.28,0
80.39,38.67,53.71,195.44,1
47.19,42.72,46.47,168.17,0
15.29,39.26,52.62,171.59,0
0.0,27.82,43.85,64.24,0
16.12,27.38,32.56,139.99,0
19.5,20.77,39.98,31.47,0
3.94,55.89,31.6,103.77,0
33.26,49.88,42.98,232.76,0
25.26,13.15,39.1,84.28,0
26.66,38.92,52.83,142.12,0
47.47,54.49,51.03,150.86,0
55.76,50.68,68.21,222.11,0
16.01,38.74,67.41,161.24,0
16.25,30.38,48.23,134.45,0
18.18,47.25,62.03,74.22,0
37.48,42.82,48.93,170.36,0
32.52,45.72,100.0,231.58,1
45.63,46.41,60.74,163.03,0
32.67,41.48,36.03,85.39,0
53.45,49.74,48.73,294.47,0
16.77,47.98,66.94,224.57,0
40.42,54.95,67.86,177.03,0
76.91,73.61,72.85,662.2,1
30.31,46.13,36.61,82.13,0
12.57,18.6,22.64,45.43,0
24.0,30.2,29.17,77.43,0
17.63,46.47,53.31,6213.83,1
18.25,23.16,50.97,125.88,0
27.26,26.53,81.9,133.08,1
34.85,38.18,37.61,123.74,0
54.73,47.64,38.78,186.26,0
48.52,66.83,44.44,188.12,0
23.43,46.79,59.26,43.38,0
26.8,40.09,43.3,147.13,0
35.5,37.96,75.14,207.3,0
14.6,26.73,30.66,155.14,0
39.74,54.59,67.27,200.39,0
29.22,42.7,49.96,164.36,0
34.06,66.1,55.53,210.55,0
79.27,87.3,71.98,161.73,1
51.04,43.99,59.88,214.21,0
17.15,44.67,51.78,154.04,0
32.82,34.79,35.54,97.22,0
14.72,40.74,29.74,110.77,0
26.13,32.49,35.95,137.68,0
93.7,39.54,63.36,200.42,1
40.17,57.89,59.15,206.92,0
52.98,65.74,39.9,195.24,0
37.42,47.06,71.08,140.21,0
4.1,31.3,60.99,2300.44,1
37.46,46.15,62.67,116.53,0
52.76,55.94,36.11,105.05,0
21.84,21.51,52.8,35.95,0
18.96,38.5,46.54,105.23,0
16.0,40.68,33.54,70.1,0
28.37,37.08,22.84,144.7,0
23.46,36.58,15.05,155.7,0
15.6,39.96,48.67,73.7,0
29.61,41.63,69.03,137.62,0
38.27,82.18,87.87,164.19,1
40.76,54.48,78.4,233.31,0
25.09,39.05,32.92,107.79,0
32.96,47.78,58.59,134.2,0
37.6,44.4,38.9,206.98,0
6.36,25.29,33.14,183.16,0
40.87,43.74,42.86,114.72,0
11.72,25.28,23.29,109.31,0
32.04,48.93,58.27,197.34,0
33.69,15.76,52.6,101.8,0
28.12,33.46,39.61,110.98,0
20.91,52.2,65.46,60.26,0
32.64,54.74,98.61,151.53,1
21.31,91.06,94.93,83.97,1
27.84,37.8,74.75,199.4,0
14.42,29.18,45.57,145.48,0
49.26,98.06,59.37,183.76,1
0.0,30.6,34.71,123.47,0
1.48,35.95,52.61,174.6,0
22.67,33.53,34.94,169.47,0
17.87,28.54,46.76,131.6,0
37.14,48.03,60.22,189.13,0
47.49,61.66,29.62,207.2,0
100.0,15.41,20.95,124.35,1
53.16,42.47,54.56,189.15,0
43.47,37.87,41.96,226.75,0
23.87,38.14,28.9,135.4,0
38.79,54.09,45.41,204.31,0
54.68,42.89,68.42,245.95,0
47.24,42.95,35.94,190.27,0
91.14,47.53,45.09,173.46,1
57.06,65.68,64.07,185.36,0
41.94,52.85,59.59,162.38,0
96.67,98.05,91.83,7166.03,1
10.06,31.66,46.46,114.79,0
33.57,53.66,45.17,108.81,0
31.79,22.75,43.96,113.49,0
73.27,84.51,48.33,189.28,1
41.96,26.21,44.5,209.89,0
15.01,13.41,46.22,57.39,0
45.48,44.67,31.7,158.44,0
31.21,25.71,35.8,121.79,0
32.4,42.37,53.48,191.45,0
34.5,54.05,35.68,186.73,0
18.92,35.76,54.48,105.06,0
20.9,40.74,60.68,148.98,0
17.1,23.85,32.53,119.98,0
41.69,38.47,99.65,181.67,1
16.23,49.73,43.49,115.41,0
28.71,33.43,42.37,137.72,0
27.39,42.15,34.13,75.05,0
21.54,40.31,32.6,108.81,0
47.16,44.36,42.92,153.46,0
25.56,95.15,81.17,187.86,1
37.95,40.57,90.29,119.24,1
91.7,88.5,93.57,6728.19,1
22.82,39.83,98.29,42.47,1
70.89,73.61,74.47,630.27,1
39.7,53.92,37.32,1668.88,1
46.11,56.28,60.76,156.01,0
43.0,41.46,54.48,191.22,0
13.04,22.75,36.44,148.56,0
8.4,31.34,34.33,77.97,0
15.87,23.78,51.77,86.43,0
43.37,44.7,49.83,210.19,0
33.51,55.35,52.81,226.33,0
6.81,19.51,0.0,102.97,0
37.17,58.31,58.16,197.12,0
40.51,36.17,38.98,209.77,0
40.9,55.93,34.01,216.22,0
86.72,47.08,36.27,99.65,1
22.47,30.38,37.18,82.09,0
38.97,46.53,53.89,187.63,0
64.86,53.77,45.63,268.17,0
53.49,56.27,47.37,161.89,0
51.62,36.36,46.84,182.67,0
89.68,20.46,33.47,54.75,1
57.56,44.13,63.01,203.97,0
49.46,47.63,56.0,139.67,0
35.22,44.06,55.1,169.31,0
27.17,28.24,56.24,138.68,0
52.55,60.92,54.41,247.99,0
45.37,62.35,49.87,117.75,0
33.37,44.42,31.22,229.93,0
34.05,51.56,71.77,205.63,0
18.04,35.57,45.97,137.81,0
31.25,46.06,42.14,67.86,0
72.58,64.16,89.07,766.04,1
18.19,29.17,47.18,158.74,0
0.0,31.76,46.38,97.63,0
39.99,37.08,100.0,270.33,1
29.85,52.44,40.43,173.01,0
32.96,36.46,36.82,66.91,0
90.29,98.6,58.43,151.31,1
78.4,45.79,34.84,1776.16,1
33.25,52.23,26.56,153.56,0
33.34,53.14,56.01,159.27,0
1.28,24.27,45.39,10.0,0
41.53,47.07,31.4,127.87,0
39.04,41.97,70.76,216.75,0
34.54,21.68,62.64,144.18,0
91.84,98.16,98.76,3482.42,1
98.34,80.83,27.07,170.91,1
51.66,57.08,60.5,168.03,0
18.25,35.28,39.02,161.92,0
43.47,30.87,44.44,181.07,0
31.39,35.04,33.34,203.11,0
40.84,47.0,28.88,179.63,0
50.86,55.32,50.88,229.0,0
71.91,42.78,50.84,3336.27,1
24.92,25.38,44.3,146.24,0
18.31,13.75,37.73,135.32,0
22.01,25.41,66.98,192.99,1
32.62,74.54,70.25,172.74,0
41.66,44.85,64.87,107.2,0
72.59,75.67,65.94,464.05,1
17.19,28.94,54.39,144.33,0
32.53,55.98,34.23,115.17,0
18.79,34.39,33.38,54.45,0
19.29,49.09,27.54,112.79,0
17.09,37.76,63.31,126.93,0
24.15,39.68,44.29,172.81,0
10.33,15.67,34.44,20.15,0
53.92,99.47,84.79,259.38,1
39.3,45.63,48.83,206.01,0
37.99,36.3,44.46,267.45,0
40.3,51.36,58.56,206.65,0
27.08,46.94,45.87,152.07,0
47.18,44.11,41.0,244.12,0
37.14,80.63,90.48,236.85,1
34.18,53.55,45.39,249.29,0
0.21,10.8,9.34,10.0,0
96.61,91.2,39.87,245.93,1
22.92,100.0,47.33,148.74,1
33.8,27.58,41.25,162.65,0
19.54,36.77,37.21,105.15,0
19.9,28.82,39.36,81.55,0
69.52,79.93,75.29,899.2,1
9.87,90.35,90.19,157.75,1
44.63,81.66,86.69,198.97,0
42.14,53.32,55.55,201.42,0
28.09,35.16,18.74,198.13,0
26.45,46.6,45.07,181.6,0
25.95,42.87,52.6,150.8,0
14.11,18.86,31.11,94.67,0
11.95,0.0,91.43,49.47,1
25.44,57.06,29.65,120.4,0
6.35,36.0,45.75,153.75,0
25.88,38.64,55.48,152.84,0
20.48,27.34,40.78,149.25,0
17.71,28.35,96.57,76.8,1
51.3,60.75,43.49,167.56,0
20.3,53.44,45.75,136.1,0
29.12,37.6,35.27,166.74,0
46.36,44.48,24.73,178.84,0
28.8,30.55,51.08,106.75,0
31.52,40.0,31.55,178.53,0
47.92,62.19,60.92,208.25,0
90.82,89.34,92.79,9226.75,1
57.65,49.42,64.75,212.71,0
8.7,24.03,35.81,97.55,0
29.43,39.01,22.37,209.82,0
35.15,48.27,50.86,197.19,0
53.31,58.12,55.6,224.97,0
15.22,62.84,45.91,174.06,0
6.35,34.94,22.77,94.51,0
10.94,25.42,34.31,15.42,0
97.12,99.3,92.87,4300.49,1
26.74,35.19,80.99,161.15,1
34.89,26.67,37.07,201.19,0
42.1,53.49,38.85,278.18,0
22.58,47.96,47.11,122.49,0
17.4,29.13,25.49,64.82,0
27.38,31.9,38.76,87.13,0
24.68,27.28,92.74,122.07,1
18.46,50.63,33.0,153.36,0
80.06,18.92,26.12,55.11,1
34.06,44.4,35.77,139.0,0
12.44,30.3,64.76,130.36,0
93.89,89.6,97.01,5854.88,1
26.95,31.99,56.38,93.91,0
7.31,36.78,33.2,85.92,0
42.19,98.95,85.83,271.53,1
43.56,34.76,56.09,179.98,0
24.08,33.73,52.23,151.66,0
30.64,61.7,70.27,205.81,0
17.79,26.29,33.16,121.84,0
64.72,64.17,70.49,258.63,0
27.57,94.67,64.77,127.69,1
43.1,47.23,38.57,135.34,0
46.83,62.04,28.69,182.57,0
